,pospair,negpair
7425,*MOT: are you going to sing the other bit ?	*CHI: row row row .,*MOT: are you going to sing the other bit ?	*CHI: the happy station .
7426,*MOT: what did you say Fraser ?	*CHI: two foot one Daddy two Daddy .,*MOT: what did you say Fraser ?	*CHI: how you close it back up ?
7427,"*MOT: what , darling ?	*CHI: there's a bear coming .","*MOT: what , darling ?	*CHI: I'll close a trunk ."
7428,"*MOT: what're your hands like ?	*CHI: Mummy , hide .",*MOT: what're your hands like ?	*CHI: what is that ?
7429,"*MOT: what're you doing ?	*CHI: Mummy , hide .",*MOT: what're you doing ?	*CHI: I want sit .
7430,*MOT: what's the bear doing ?	*CHI: I drinking milk .,*MOT: what's the bear doing ?	*CHI: these are mine .
7431,*MOT: is that better ?	*CHI: look Mummy look .,*MOT: is that better ?	*CHI: having a drink .
7432,*MOT: are you tired ?	*CHI: a big one .,*MOT: are you tired ?	*CHI: want my toys .
7433,*MOT: the lampshade's broken .	*CHI: what's happening now ?,*MOT: the lampshade's broken .	*CHI: I go to blue .
7434,*MOT: this is the washing that I'm trying to get dry .	*CHI: where big chair ?,*MOT: this is the washing that I'm trying to get dry .	*CHI: what are these ?
7435,*MOT: pin the tail on the donkey ?	*CHI: I didn't play it .,*MOT: pin the tail on the donkey ?	*CHI: big dog the baby like .
7436,*MOT: sorry I brought it up !	*CHI: you should have .,*MOT: sorry I brought it up !	*CHI: up a hill .
7437,*MOT: you kissed her like that but what happened to make you kiss her ?	*CHI: oh backside now .,*MOT: you kissed her like that but what happened to make you kiss her ?	*CHI: can't have it ?
7438,*MOT: then we can't see it ?	*CHI: there's a moth .,*MOT: then we can't see it ?	*CHI: byebye see you Bow .
7439,*MOT: he might have vegetables and fruit and bread and milk .	*CHI: oh what's this ?,*MOT: he might have vegetables and fruit and bread and milk .	*CHI: I want that one .
7440,*MOT: who do you want to write to ?	*CHI: I don't know .,*MOT: who do you want to write to ?	*CHI: I ruined it .
7441,*MOT: just pretend you didn't make a mistake .	*CHI: okay then what ?,*MOT: just pretend you didn't make a mistake .	*CHI: daddy come out .
7442,*MOT: make it into a p .	*CHI: p-s this one ?,*MOT: make it into a p .	*CHI: going to put it in .
7443,"*MOT: what , darling ?	*CHI: I miss Daddy .","*MOT: what , darling ?	*CHI: at the park ."
7444,*MOT: he's going to work .	*CHI: and Jwww and Awww are left ?,"*MOT: he's going to work .	*CHI: my son , isn't he ?"
7445,*MOT: where's the slide ?	*CHI: I don't know !,"*MOT: where's the slide ?	*CHI: try again , Mummy ."
7446,*MOT: this month is August now .	*CHI: I need the potty !,*MOT: this month is August now .	*CHI: open it for me .
7447,"*MOT: come on , Fraser .	*CHI: I did it !","*MOT: come on , Fraser .	*CHI: you and me ."
7448,*MOT: where are you going ?	*CHI: open the door !,*MOT: where are you going ?	*CHI: here we are .
7449,*MOT: what was that ?	*CHI: zero don't know .,*MOT: what was that ?	*CHI: the alligator's fast .
7450,*MOT: what are these ?	*CHI: zero don't know .,*MOT: what are these ?	*CHI: what's that smell ?
7451,*MOT: what can you see ?	*CHI: it's a dog .,*MOT: what can you see ?	*CHI: I don't want .
7452,"*MOT: what , darling ?	*CHI: where's a number four .","*MOT: what , darling ?	*CHI: we played with clay today ."
7453,*MOT: what does a rooster say ?	*CHI: zero don't know .,*MOT: what does a rooster say ?	*CHI: because they just do .
7454,*MOT: where's the butterfly ?	*CHI: I don't know !,*MOT: where's the butterfly ?	*CHI: oh the po man .
7455,*MOT: a little train .	*CHI: zero say “byebye Lwww byebye Mummy” !,"*MOT: a little train .	*CHI: okay , I will draw the first web ."
7456,*MOT: why would he want to bite a people ?	*CHI: the alligator's fast .,*MOT: why would he want to bite a people ?	*CHI: I want Snow White .
7457,*MOT: and I'll get your watercolors down .	*CHI: can you help me ?,*MOT: and I'll get your watercolors down .	*CHI: e f g h .
7458,*MOT: it's a beard .	*CHI: what is this ?,*MOT: it's a beard .	*CHI: what the cat .
7459,*MOT: do you have a knife and a fork and a spoon ?	*CHI: can I play .,*MOT: do you have a knife and a fork and a spoon ?	*CHI: Santa Claus present .
7460,*MOT: it's going to have just a little left ?	*CHI: cut your hair .,"*MOT: it's going to have just a little left ?	*CHI: dad , dad ."
7461,*MOT: where is the spider ?	*CHI: in my nose .,*MOT: where is the spider ?	*CHI: just like cowboy .
7462,*MOT: I think he'll put it in his mouth .	*CHI: and make him sick ?,*MOT: I think he'll put it in his mouth .	*CHI: I want play bubbles .
7463,*MOT: here's a butter knife .	*CHI: is that mine ?,*MOT: here's a butter knife .	*CHI: yeah like this .
7464,*MOT: there are no batteries in it .	*CHI: who took the battery out ?,*MOT: there are no batteries in it .	*CHI: hi oh bead o bee .
7465,*MOT: maybe David did .	*CHI: you going to put it back in ?,*MOT: maybe David did .	*CHI: let's put on for the baby .
7466,*MOT: after you open it .	*CHI: those are his Daddy's ?,*MOT: after you open it .	*CHI: is this story almost over ?
7467,*MOT: it was a snake .	*CHI: what is that in there ?,*MOT: it was a snake .	*CHI: give me the other one .
7468,*MOT: some little sea creature was in there once .	*CHI: can hear Bozo hear it ?,"*MOT: some little sea creature was in there once .	*CHI: oh stuck , Nin Nin ."
7469,*MOT: cookies and grapefruit .	*CHI: do we have one of these ?,*MOT: cookies and grapefruit .	*CHI: you're pulling my pants now .
7470,*MOT: that's very good tea .	*CHI: can I put some more in it ?,*MOT: that's very good tea .	*CHI: watch Mommy do her exercises in there .
7471,*MOT: what do you do with a water hydrant ?	*CHI: put some tea .,*MOT: what do you do with a water hydrant ?	*CHI: shooting your tins .
7472,*MOT: what did he say ?	*CHI: I told the .,*MOT: what did he say ?	*CHI: put this down .
7473,*MOT: I think he's all finished by now .	*CHI: is the carpenter still down there ?,*MOT: I think he's all finished by now .	*CHI: I don't want any of those things .
7474,*MOT: perhaps he's finished too .	*CHI: did he took his pencil sharpener ?,"*MOT: perhaps he's finished too .	*CHI: there you go , Mister Seller ."
7475,*MOT: do you want to make a rice sandwich ?	*CHI: I dipped it in again .,*MOT: do you want to make a rice sandwich ?	*CHI: one little speckled frogs .
7476,*MOT: climb on the monkey bars ?	*CHI: I climbed highest .,*MOT: climb on the monkey bars ?	*CHI: shall we get lid off ?
7477,*MOT: why does the sign say that ?	*CHI: because just because .,*MOT: why does the sign say that ?	*CHI: these are mine .
7478,"*MOT: what are you doing , Abe ?	*CHI: I'm trying to push this up a little bit .","*MOT: what are you doing , Abe ?	*CHI: now I going to get white and blue and yellow ."
7479,*MOT: there we go .	*CHI: that a forklift ?,*MOT: there we go .	*CHI: no I can't .
7480,"*MOT: Honey , take this out of your mouth .	*CHI: what's that noise ?","*MOT: Honey , take this out of your mouth .	*CHI: put those like that ."
7481,"*MOT: well , let's look and see .	*CHI: what is this ?","*MOT: well , let's look and see .	*CHI: do another picture ."
7482,"*MOT: into their cave ?	*CHI: it's right there , that's where the farmer going to be and he know that the animals going to be all there .",*MOT: into their cave ?	*CHI: Neil sit Neil sit Neil sit Neil sit Neil sit Neil sit Neil sit Neil sit .
7483,*MOT: where's the farmer ?	*CHI: I don't know .,*MOT: where's the farmer ?	*CHI: now now going down !
7484,"*MOT: did you put him there ?	*CHI: and he driven off into the farm , and take care of the animals .","*MOT: did you put him there ?	*CHI: go to a cafe and have a drink then , then , then these ones ."
7485,"*MOT: what do you think , should he go in here ?	*CHI: now we build a stall for them .","*MOT: what do you think , should he go in here ?	*CHI: one , two , three , four ."
7486,*MOT: and what are they doing ?	*CHI: he's coming there .,*MOT: and what are they doing ?	*CHI: can I have this .
7487,*MOT: what's the matter ?	*CHI: I hurt my .,*MOT: what's the matter ?	*CHI: desk in here .
7488,*MOT: were they having a race ?	*CHI: the other one is .,*MOT: were they having a race ?	*CHI: I don't know .
7489,*MOT: where's your what ?	*CHI: Jwww done a tear .,*MOT: where's your what ?	*CHI: a rodger gun .
7490,*MOT: are they easy to make ?	*CHI: I making a castle .,*MOT: are they easy to make ?	*CHI: her have one spoon .
7491,*MOT: it's taller than me ?	*CHI: put that bit off .,*MOT: it's taller than me ?	*CHI: here's a pig .
7492,*MOT: do you know what ?	*CHI: this is a skating man .,"*MOT: do you know what ?	*CHI: like a cake , Mummy ?"
7493,*MOT: that's what makes the microphones work .	*CHI: is that a d ?,*MOT: that's what makes the microphones work .	*CHI: they both have one ?
7494,*MOT: what's the matter with you ?	*CHI: I want a botbot .,*MOT: what's the matter with you ?	*CHI: it's mended now .
7495,*MOT: what you singing ?	*CHI: do it on .,*MOT: what you singing ?	*CHI: mix these up .
7496,*MOT: who sings that ?	*CHI: do it on .,*MOT: who sings that ?	*CHI: for a picnic !
7497,*MOT: do you not know where we are ?	*CHI: I want a botbot .,*MOT: do you not know where we are ?	*CHI: and then and then .
7498,*MOT: what's the address ?	*CHI: he lives down .,*MOT: what's the address ?	*CHI: you know what ?
7499,*MOT: well what happened after you got your ears pierced ?	*CHI: we went for ice cream !,*MOT: well what happened after you got your ears pierced ?	*CHI: I want some two tops .
7500,*MOT: what kind did you get ?	*CHI: mint with the chocolate jimmies on it .,*MOT: what kind did you get ?	*CHI: Winnie Pooh was playing with the blue balloon .
7501,*MOT: you did what ?	*CHI: I was sitting in it .,*MOT: you did what ?	*CHI: this is dolly's bath .
7502,*MOT: at the beach hm ?	*CHI: with my teacher .,*MOT: at the beach hm ?	*CHI: the zoo yeah .
7503,"*MOT: it's a microphone .	*CHI: Mummy , what do it does ?",*MOT: it's a microphone .	*CHI: I don't want to tie .
7504,*MOT: whose house did you go to today and have pasta ?	*CHI: I don't know .,*MOT: whose house did you go to today and have pasta ?	*CHI: can play with these .
7505,*MOT: shall we have a look ?	*CHI: no I want to stand on it .,*MOT: shall we have a look ?	*CHI: pitter patter raindrops .
7506,"*MOT: want me to help you with the stickers ?	*CHI: no thanks , Mummy .",*MOT: want me to help you with the stickers ?	*CHI: the train's there .
7507,"*MOT: did you do that today at playgroup , Helen ?	*CHI: Mummy doesn't like .","*MOT: did you do that today at playgroup , Helen ?	*CHI: I don't know ."
7508,"*MOT: what , darling ?	*CHI: I don't want to get all wet .","*MOT: what , darling ?	*CHI: but it's it's still that one ."
7509,*MOT: you want to go for a shower ?	*CHI: I can't open it .,*MOT: you want to go for a shower ?	*CHI: he's hiding from him .
7510,*MOT: you went in the paddling pool ?	*CHI: gotten all wet .,*MOT: you went in the paddling pool ?	*CHI: I need that .
7511,"*MOT: or on holiday ?	*CHI: but , Mum , she's just having a tea party .",*MOT: or on holiday ?	*CHI: if the little man carry me in to see very well .
7512,"*MOT: who did you play with today , Helen , at playgroup ?	*CHI: I don't know .","*MOT: who did you play with today , Helen , at playgroup ?	*CHI: he ate a plum ."
7513,"*MOT: what are they doing , ?	*CHI: she's going to bed .","*MOT: what are they doing , ?	*CHI: it's wake up time ."
7514,*MOT: where have you hurt yourself ?	*CHI: on my leg .,*MOT: where have you hurt yourself ?	*CHI: a choo choos .
7515,*MOT: oh no we have to do clean up !	*CHI: it's my cup .,*MOT: oh no we have to do clean up !	*CHI: Anna's baby out .
7516,*MOT: mm it's delicious !	*CHI: I'm stirring my cheerios .,*MOT: mm it's delicious !	*CHI: I don't need any .
7517,*MOT: go on then .	*CHI: are you listening ?,*MOT: go on then .	*CHI: I want puzzles .
7518,*MOT: what do you want to do now then ?	*CHI: I'm tired out .,*MOT: what do you want to do now then ?	*CHI: and cuddle me Mummy .
7519,*MOT: can't hear you .	*CHI: what are your names ?,*MOT: can't hear you .	*CHI: I have a cup .
7520,*MOT: is it Douglas ?	*CHI: see all the pages .,*MOT: is it Douglas ?	*CHI: I don't know .
7521,*MOT: what's your name ?	*CHI: I'm Billy goat gruff as well .,*MOT: what's your name ?	*CHI: because you get to learn new sounds .
7522,*MOT: that'll be fun .	*CHI: are you coming ?,*MOT: that'll be fun .	*CHI: I got off .
7523,*MOT: the bluetack's lost it's sticky .	*CHI: is it that's long ?,*MOT: the bluetack's lost it's sticky .	*CHI: and you'll go mad .
7524,"*MOT: you don't like those either , do you ?	*CHI: have these for your dinner as well .","*MOT: you don't like those either , do you ?	*CHI: what, chicken, say, mommy ?"
7525,*MOT: what're you going to have for your dinner ?	*CHI: I want some .,*MOT: what're you going to have for your dinner ?	*CHI: it my birthday .
7526,*MOT: what will be in the sandwiches ?	*CHI: Billy bear ham .,*MOT: what will be in the sandwiches ?	*CHI: the good fairy !
7527,*MOT: what are you doing ?	*CHI: just getting dolly dressed .,*MOT: what are you doing ?	*CHI: and this goes there .
7528,*MOT: where's your lid ?	*CHI: it's on the floor .,*MOT: where's your lid ?	*CHI: I was riding on top .
7529,"*MOT: you're going to get really mad in a minute , aren't you ?	*CHI: take them out .","*MOT: you're going to get really mad in a minute , aren't you ?	*CHI: baba on there ."
7530,*MOT: are you going to go sailing ?	*CHI: this is my chair .,*MOT: are you going to go sailing ?	*CHI: it's not working .
7531,"*MOT: the lady's hat on ?	*CHI: yeah, this lady .",*MOT: the lady's hat on ?	*CHI: to the meat shop .
7532,*MOT: is that what you said ?	*CHI: I just fit this stuff .,*MOT: is that what you said ?	*CHI: I better cut round here .
7533,*MOT: why don't you feed the baby ?	*CHI: mom I not .,*MOT: why don't you feed the baby ?	*CHI: I like it .
7534,*MOT: are you hiding the blue cup ?	*CHI: he is going to fit right here right here .,"*MOT: are you hiding the blue cup ?	*CHI: Mum , don't put them on my clothes ."
7535,*MOT: what's he do ?	*CHI: I am going to be this guy .,*MOT: what's he do ?	*CHI: because I just don't like trucks .
7536,*MOT: Joanna's at school .	*CHI: when my seven ?,*MOT: Joanna's at school .	*CHI: box in car .
7537,*MOT: who is this ?	*CHI: his his he his his .,*MOT: who is this ?	*CHI: I forgot a red cup .
7538,*MOT: where'd they go ?	*CHI: in the floor .,*MOT: where'd they go ?	*CHI: can I see ?
7539,*MOT: and who's that ?	*CHI: hmm a tigger .,*MOT: and who's that ?	*CHI: eat the sweeties .
7540,"*MOT: no, what is that ?	*CHI: I don't know .","*MOT: no, what is that ?	*CHI: I play on grass ."
7541,*MOT: who's eating a banana ?	*CHI: I don't know .,*MOT: who's eating a banana ?	*CHI: it's a cup .
7542,*MOT: what fruit is it ?	*CHI: um it's a .,*MOT: what fruit is it ?	*CHI: in the egg box .
7543,*MOT: I know they kind of stick together .	*CHI: did we skip a page ?,*MOT: I know they kind of stick together .	*CHI: Jwww going to sit with .
